mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.001020956039428711,0.0002785883869792437,0.0009253025054931641,0.0001880376363189444,7.9060432109076855,{'alpha': 7.9060432109076855},-0.05353396088053957,-0.056212694161768974,-0.04724028799124233,-0.011552667873517079,-0.020771411953874996,-0.03786220457218859,0.018191095493132418,14,-0.0012485958020638877,-0.02356040360268011,-0.02489539092679864,-0.02405522602192119,-0.020932691350477945,-0.018938461540788355,0.008943566819527116
0.0020353317260742186,0.0003523682512633453,0.0004001617431640625,0.000490096065864152,11.513953993264458,{'alpha': 11.513953993264458},-0.05355233583551331,-0.05480046143794375,-0.049374056016652804,-0.01102808238388126,-0.022246369057905092,-0.038200260946379246,0.018049711965876826,15,-0.0015085766533709565,-0.02382217933271352,-0.02579045806400415,-0.025230275448564175,-0.021929961979428803,-0.019656290295616323,0.009171270899195236
0.0021738052368164063,0.0004235549533845254,0.0006051540374755859,0.0008067727419199088,16.768329368110066,{'alpha': 16.768329368110066},-0.05373709262586405,-0.053739523672587663,-0.05150540405184732,-0.010593763174596885,-0.023692762524578397,-0.03865370920989485,0.018063481451875824,16,-0.001766634198454511,-0.0241014981100424,-0.02675272752222983,-0.026398732469291808,-0.02290136460988882,-0.020384191381981477,0.009418077541752038
0.002569150924682617,0.0011092853591646611,0.0009099483489990234,0.0006687688079370089,24.420530945486497,{'alpha': 24.420530945486497},-0.054044221816117385,-0.053023102728013714,-0.05377179735860428,-0.010278131388997342,-0.0250954106213237,-0.03924253278261128,0.018216318228010446,18,-0.002009911639589691,-0.024418453262979575,-0.027745189888097013,-0.027554247404243375,-0.023851202849873566,-0.021115801008956644,0.009683257020575611
0.0015756607055664063,0.00022979590561456368,0.0004639148712158203,0.0005756833979241893,35.564803062231285,{'alpha': 35.564803062231285},-0.05441592144392889,-0.05264037730318073,-0.056328790104958594,-0.010156631668436646,-0.026437705592893344,-0.03999588522267964,0.018486696265355377,19,-0.002228157231333059,-0.02478759973824213,-0.02873170499890693,-0.02867915938316131,-0.024767292870238464,-0.02183878284437638,0.009961440217165898
0.0015781879425048827,0.0005030963443848939,0.0007801532745361328,0.0005593401167294502,51.79474679231202,{'alpha': 51.79474679231202},-0.05479704056645095,-0.05257056652230252,-0.059337846876667315,-0.010406947202223049,-0.027728665868019104,-0.04096821340713259,0.018828548023170754,20,-0.002414666363518236,-0.025216464144354665,-0.029693409739923165,-0.029771005055200715,-0.025636092914480536,-0.022546327643495463,0.010249261538774606
0.0013972759246826173,0.0005290150275717042,0.0010626792907714843,0.0005597725911372076,75.43120063354607,{'alpha': 75.43120063354607},-0.05514705362591492,-0.05277272826508899,-0.06291418325208478,-0.011362391407001373,-0.029025662401090196,-0.04224440379023605,0.019146788685222245,21,-0.0025669270241286462,-0.02570419807538077,-0.030631759641322694,-0.030862123827350842,-0.02646285824470212,-0.023245573362577016,0.010550542740622983
0.001451587677001953,0.00033436604238772463,0.0009481430053710938,0.0004927557626626492,109.85411419875572,{'alpha': 109.85411419875572},-0.055444254909533794,-0.05318069473715419,-0.06705926758540293,-0.013508065507425848,-0.030440575498129837,-0.04392657164752932,0.019290282793017994,23,-0.002686314993270832,-0.026238771688362663,-0.03155775753404646,-0.032019197655175746,-0.027287096813487642,-0.02395782773686867,0.010876659507194757
0.0029382228851318358,0.0012172520495588347,0.0010733604431152344,0.0006503350710145573,159.98587196060572,{'alpha': 159.98587196060572},-0.05568304218215505,-0.053708384706927424,-0.07161949027829055,-0.01736134146875988,-0.032128800371123985,-0.04610021180145137,0.019089638615742116,24,-0.002776892023406156,-0.026795134752834522,-0.03247470854365439,-0.0333192353708527,-0.028188141685047335,-0.02471082247515902,0.011242029274894996
0.0015983104705810547,0.0008889781605155074,0.0008122444152832032,0.0004061233693601505,232.99518105153672,{'alpha': 232.99518105153672},-0.055868102906091635,-0.05426495274459727,-0.07630700553093435,-0.023232590710473212,-0.034262285210217215,-0.04878698742046274,0.018447199586505016,25,-0.0028439532986355197,-0.027339058762749977,-0.033366629118749096,-0.03480948537596075,-0.029276522548226276,-0.025527129820864324,0.01165750748098233
0.0012046337127685548,0.0007963663874594331,0.0007077693939208984,0.0006054682247037973,339.3221771895323,{'alpha': 339.3221771895323},-0.05600888376260553,-0.05477292451887607,-0.08078364436754384,-0.030979603142933097,-0.03698373390915116,-0.05190575794022194,0.0174330683816551,27,-0.0028928878008083383,-0.02783683268817863,-0.03420104499918072,-0.03647186403488805,-0.03066542922715231,-0.02641361175004161,0.012125514590555463
0.0011757373809814452,0.0004979119038702101,0.001004171371459961,0.0005246200771153427,494.1713361323828,{'alpha': 494.1713361323828},-0.05611579022829976,-0.05518050484731715,-0.08476384237097476,-0.03994428112822973,-0.04034605023947341,-0.05527009376285896,0.01629854007967491,28,-0.002928529730038539,-0.02826496982543779,-0.03494335879883274,-0.038217414239160835,-0.032423054355862756,-0.02735546538986653,0.012639152670701509
0.0019419193267822266,0.0006941943822793499,0.0012507438659667969,0.0005050523131604016,719.6856730011514,{'alpha': 719.6856730011514},-0.056198103134844815,-0.055464143365856235,-0.08808123260727369,-0.04915729642474993,-0.04426393832120604,-0.058632942770786144,0.015358565496571695,30,-0.002954896660597661,-0.02861432214600903,-0.03557139065867385,-0.039918610833443474,-0.034525608647469085,-0.02831696578923862,0.013184043881510212
0.001638507843017578,0.0010483586796791906,0.0011759281158447265,0.00019201880087793384,1048.1131341546852,{'alpha': 1048.1131341546852},-0.056263077645673815,-0.055623930836981236,-0.09069679775566333,-0.05768147762619736,-0.048518336709195725,-0.06175672411474229,0.014813383828811866,31,-0.002975124755179392,-0.02888808757415675,-0.036081413752552895,-0.041458174715722745,-0.03684538505844777,-0.029249637171211908,0.01373970645254778
0.0017100334167480468,0.0003720659727363795,0.001057577133178711,0.0006465649071982294,1526.4179671752302,{'alpha': 1526.4179671752302},-0.05631574948165696,-0.05567651884979226,-0.09266600770074335,-0.06487536408118084,-0.052826865339587525,-0.06447210109059218,0.014659869339126023,33,-0.0029914636440488956,-0.029096817955405578,-0.036485402219289774,-0.04276360022515308,-0.0391915877060453,-0.03010577434998853,0.014280588573600548
0.0015828609466552734,0.0004660825771041401,0.001252889633178711,0.0010224547783063576,2222.996482526191,{'alpha': 2222.996482526191},-0.05635918698668752,-0.05564823892139116,-0.09409478659018758,-0.07046984843840037,-0.05694031688921063,-0.06670247556517546,0.014758125287896762,34,-0.003005306829550289,-0.02925353427085418,-0.03680398678087191,-0.04381407695771171,-0.04138055862890181,-0.03085149269357798,0.014780294614311061
0.002325916290283203,0.0013152715047129466,0.0018303871154785156,0.0015957845430705606,3237.45754281764,{'alpha': 3237.45754281764},-0.05639503885114027,-0.055568794232335336,-0.09510345443538498,-0.07450078250025112,-0.06070514332089444,-0.06845464266800123,0.01495492460523943,35,-0.0030173157254780552,-0.02937044555476646,-0.037059195565570954,-0.044627448148293954,-0.04329088524439666,-0.031473058047701216,0.015218766056039406
0.001169300079345703,0.0003755326672480576,0.0009305477142333984,0.0004824472144755271,4714.8663634573895,{'alpha': 4714.8663634573895},-0.0564241926007651,-0.05546559121367117,-0.09580376168648244,-0.07719110394955442,-0.06406555583700935,-0.0697900410574965,0.01515318377260223,36,-0.0030276660697249567,-0.02945745772888247,-0.037269101862740385,-0.04524135732863713,-0.04487834354937926,-0.03197478530787284,0.015587213904894712
0.0018125057220458984,0.00040203716754848225,0.0010475635528564454,0.00010372083999661392,6866.488450042998,{'alpha': 6866.488450042998},-0.056447317561258176,-0.0553596276801566,-0.09628724935661959,-0.07884396921704678,-0.06702450358559309,-0.07079253348013484,0.015316422594879399,37,-0.003036340513699782,-0.02952201320850389,-0.03744534152723977,-0.04569792776689544,-0.046157648110462725,-0.03237185422536032,0.015887520769633266
0.0017988204956054688,0.00043850115663313576,0.00096435546875,0.0006874141662446552,10000.0,{'alpha': 10000.0},-0.056465149924477896,-0.055263922715353186,-0.0966220753129372,-0.07976579609108418,-0.06960034697984005,-0.07154345820473851,0.015444728640891883,38,-0.0030433459178033657,-0.029569592752028057,-0.03759364325540404,-0.04603489186623687,-0.047172482750754974,-0.03268279130844546,0.01612783272830043
